Txhash,Blockno,UnixTimestamp,DateTime,From,To,Quantity,Method
0x26aa8f558400f1c3eee49f6006124f7d1487ec285a8787536168ecb06525fc24,12841002,1626480424,17/7/2021 0:07,0xad1819cc1a6dbcfe293b49e1930ec0f8c872a2cd,0x498c5431eb517101582988fbb36431ddaac8f4b1,"2,951.46",0xe6813563
0x26aa8f558400f1c3eee49f6006124f7d1487ec285a8787536168ecb06525fc24,12841002,1626480424,17/7/2021 0:07,0x0000000000000000000000000000000000000000,0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,222.286493,0xe6813563
0x26aa8f558400f1c3eee49f6006124f7d1487ec285a8787536168ecb06525fc24,12841002,1626480424,17/7/2021 0:07,0x498c5431eb517101582988fbb36431ddaac8f4b1,0x0000000000000000000000000000000000000000,"2,951.46",0xe6813563
0xddc12bde9fd6e486f72d8cc6cb20505108a3c1b049b58100a2bd3200a1e595bd,12841011,1626480530,17/7/2021 0:08,0x0000000000000000000000000000000000000000,0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,47.030721,Repay
0xd49be5c457c8ceea693c0e21c2a1c7189864d2fb0567bd42307db03f64b706fc,12841036,1626480874,17/7/2021 0:14,0xad1819cc1a6dbcfe293b49e1930ec0f8c872a2cd,0x135896de8421be2ec868e0b811006171d9df802a,"9,099.46",0xd3454a35
0xd49be5c457c8ceea693c0e21c2a1c7189864d2fb0567bd42307db03f64b706fc,12841036,1626480874,17/7/2021 0:14,0x0000000000000000000000000000000000000000,0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,152.627392,0xd3454a35
0xd49be5c457c8ceea693c0e21c2a1c7189864d2fb0567bd42307db03f64b706fc,12841036,1626480874,17/7/2021 0:14,0x135896de8421be2ec868e0b811006171d9df802a,0x0000000000000000000000000000000000000000,"9,099.46",0xd3454a35
0xd5de480799f289d7860ca5c313614863292d98d09e8297b4089fca80f060be35,12841090,1626481673,17/7/2021 0:27,0x0000000000000000000000000000000000000000,0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,354.504553,Deposit
0xd5de480799f289d7860ca5c313614863292d98d09e8297b4089fca80f060be35,12841090,1626481673,17/7/2021 0:27,0x0000000000000000000000000000000000000000,0x34c10905d2cf9f20b8288a91ee635d8690447d7c,"110,319.84",Deposit
0x6aeb9fb631c98354cb4694ef2b511358b667e0b1fc506d0066d2245b67f07217,12841093,1626481710,17/7/2021 0:28,0x0000000000000000000000000000000000000000,0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,16.416054,Deposit
0x6aeb9fb631c98354cb4694ef2b511358b667e0b1fc506d0066d2245b67f07217,12841093,1626481710,17/7/2021 0:28,0x0000000000000000000000000000000000000000,0xc244bb78415d93c53ed8246a2b43da4608040442,200,Deposit
