Txhash,Blockno,UnixTimestamp,DateTime,From,To,Quantity,Method
0xb76ba2fb1d47e8e0da08799e1495fa474872ea8e60d84f33d37496d05da4c3f1,12267220,1618790511,19/4/2021 0:01,0x0000000000000000000000000000000000000000,0x7cd0e60b89a4a1ad9cfd6343322814957acdc210,"2,000",Borrow
0xa4b3f1a25872fc08534e1b089b2e7b25f00e068dc78d4cab68a0680f0b1a4091,12267258,1618790978,19/4/2021 0:09,0x0000000000000000000000000000000000000000,0x796d29af27e57df0edf9278502a1c0ad4e76565c,"4,000",Borrow
0xd85db267b923fa69d1421dcc32004d90e6109e98d0dfd5b7259324c637b52b2d,12267297,1618791425,19/4/2021 0:17,0xa73b7f509c2d6ae54cfbe7e337626641f8ea92ad,0x0000000000000000000000000000000000000000,"22,613.95",0xe1bcc3a7
0xa37a29b4d220653bcd2cbaaca0898db1facfe56affe473d0f6017bf47c30bd1c,12267321,1618791743,19/4/2021 0:22,0x0000000000000000000000000000000000000000,0x03a8da5af1230385e50d446f05e1d9c738bc2941,"30,000",Borrow
0x21eb6b499256fcd61a7db9e419bc9275491d643bbe0ad4b6b24d054e11968129,12267326,1618791804,19/4/2021 0:23,0xc1fd45ed4a50221993b3cb0773b8de77dfb6c787,0x0000000000000000000000000000000000000000,"25,046.24",Repay
0xf0bfe45cec2905d89282a256c2fcd509900dd7fbf85bb278f30d9aeb42c68af3,12267384,1618792706,19/4/2021 0:38,0x0000000000000000000000000000000000000000,0xcb09589fb33e656481a3de2c8259ca18ce303b95,"10,502.80",Borrow
0x204b2eb1087a3774609eb3e76e3e000c949673fc7219ac96b6b425ad2c052ee7,12267411,1618793210,19/4/2021 0:46,0x0000000000000000000000000000000000000000,0x9ee6f42531adac0bd443756f0120c6aeed354115,"27,996.99",Borrow
0xe1e221556af2fd6a0707fef91a0c2d3a992f7cd77d983f54b4f30cfe62f571b0,12267437,1618793548,19/4/2021 0:52,0x0000000000000000000000000000000000000000,0xe39b04500d45d489cbd2d44d33aaa71e4b044208,"5,094.82",Borrow
0x5e8085dd46f37d40366f3cd779c353b40a9a38232b07349f5412c90fdee159e6,12267515,1618794611,19/4/2021 1:10,0x0000000000000000000000000000000000000000,0xb688d24a1ea914b0f95d72b3d5ec347ef50e9cbd,"245,000",Borrow
0x0edb8647a59b7eea371db07a83a7ed8c5edd507b5cd515552c11bdac646de581,12267534,1618794851,19/4/2021 1:14,0x0000000000000000000000000000000000000000,0xb7788394f28f1d94f8b04b299d56faeb223e54e4,"13,002.26",Borrow
0x6002d846f7d00ccde5b9e03ecb16a1d130997ac26d449cc8610bac5a9f6f3692,12267560,1618795186,19/4/2021 1:19,0x0000000000000000000000000000000000000000,0x3f1704a120b6d53478623c7ffb8825934193d65c,"10,000",Borrow
0xe575315e1d052e0945afddb98569e24756bf9f635137eb2c7ce0031f601799d8,12267571,1618795289,19/4/2021 1:21,0x0000000000000000000000000000000000000000,0xa73b7f509c2d6ae54cfbe7e337626641f8ea92ad,"20,032.79",0xcef2a01d
0xe1d35f051dc7b21fc7e739203ef0b095470cc6286727e379b9d64d393c870411,12267571,1618795289,19/4/2021 1:21,0x0000000000000000000000000000000000000000,0xb688d24a1ea914b0f95d72b3d5ec347ef50e9cbd,"124,000",Borrow
0x178c92c501763010d9ab79ad7bcc946f87d8d9f01e7a27e28883289abc8a61f9,12267577,1618795369,19/4/2021 1:22,0x0000000000000000000000000000000000000000,0x5b4eb01c4a876277fd3410245707c55211239970,"10,000",Borrow
0x2a24254f1bf5c7e5cbdcabf9bd851687c1749b2631d9c4a0c5edeb3b7abd2dd5,12267627,1618796046,19/4/2021 1:34,0x0000000000000000000000000000000000000000,0xee81b6600e3454aa9a4e43cdb256bb66686380c4,"5,000",Borrow
0xd636c5521e313b147669171a45d59de126d9b2451d95e9b144550d37f014ff0d,12267662,1618796624,19/4/2021 1:43,0x0000000000000000000000000000000000000000,0x80629de4ea833c62597964fd1b09e9d097f9c2b2,"10,000",Borrow
0x59fe97df4928b05247e07646ca1e85dd81bcc9897ebbeb3f45026470c6500ae4,12267706,1618797309,19/4/2021 1:55,0x0000000000000000000000000000000000000000,0x88f516c04969f470888473458b5e09342da08b7a,"10,000",Borrow
0xc08e0fd757a3a943638a74ee6385b35a6544dba76e1084026ffa21df2b00a325,12267875,1618799528,19/4/2021 2:32,0x0000000000000000000000000000000000000000,0x1b8d9e5df732b7d8cd974c057e08264f33dee816,"16,000",Borrow
